order_id;customers;city;state;order_date;total_units;revenue;product_name;category_name;store_name;sales_rep;brand_name
8;Leslie Higgins;Saratoga Springs;NY;2016-01-04;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
8;Leslie Higgins;Saratoga Springs;NY;2016-01-04;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
9;Neil Mccall;San Carlos;CA;2016-01-05;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
10;Alane Munoz;Yonkers;NY;2016-01-05;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
11;Tarra Guerrero;Auburn;NY;2016-01-05;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
11;Tarra Guerrero;Auburn;NY;2016-01-05;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
11;Tarra Guerrero;Auburn;NY;2016-01-05;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
12;Marvin Mullins;San Diego;CA;2016-01-06;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Mireya Copeland;Surly
12;Marvin Mullins;San Diego;CA;2016-01-06;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
13;Patience Clayton;Niagara Falls;NY;2016-01-08;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
13;Patience Clayton;Niagara Falls;NY;2016-01-08;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
13;Patience Clayton;Niagara Falls;NY;2016-01-08;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
13;Patience Clayton;Niagara Falls;NY;2016-01-08;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
14;Maribel William;Torrance;CA;2016-01-09;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Surly
15;Ellsworth Michael;Carmel;NY;2016-01-09;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
15;Ellsworth Michael;Carmel;NY;2016-01-09;2;1099.98;Electra Townie Original 21D - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
15;Ellsworth Michael;Carmel;NY;2016-01-09;2;898.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
15;Ellsworth Michael;Carmel;NY;2016-01-09;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
16;Lea Key;Banning;CA;2016-01-12;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
16;Lea Key;Banning;CA;2016-01-12;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
16;Lea Key;Banning;CA;2016-01-12;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
16;Lea Key;Banning;CA;2016-01-12;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
17;Sindy Anderson;Pomona;CA;2016-01-12;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
17;Sindy Anderson;Pomona;CA;2016-01-12;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
17;Sindy Anderson;Pomona;CA;2016-01-12;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Heller
17;Sindy Anderson;Pomona;CA;2016-01-12;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
18;Lanita Burton;Coachella;CA;2016-01-14;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
18;Lanita Burton;Coachella;CA;2016-01-14;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
18;Lanita Burton;Coachella;CA;2016-01-14;2;1499.98;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Ritchey
18;Lanita Burton;Coachella;CA;2016-01-14;2;5999.98;Trek Conduit+ - 2016;Electric Bikes;Santa Cruz Bikes;Genna Serrano;Trek
18;Lanita Burton;Coachella;CA;2016-01-14;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
19;Norine Huffman;Encino;CA;2016-01-14;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Mireya Copeland;Surly
19;Norine Huffman;Encino;CA;2016-01-14;2;5999.98;Trek Conduit+ - 2016;Electric Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
20;Randee Pitts;Canyon Country;CA;2016-01-14;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Santa Cruz Bikes;Mireya Copeland;Surly
20;Randee Pitts;Canyon Country;CA;2016-01-14;1;2999.99;Trek Conduit+ - 2016;Electric Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
21;Neoma Daugherty;Mount Vernon;NY;2016-01-15;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
21;Neoma Daugherty;Mount Vernon;NY;2016-01-15;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
21;Neoma Daugherty;Mount Vernon;NY;2016-01-15;1;1549.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
22;Tangela Hurley;Campbell;CA;2016-01-16;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
22;Tangela Hurley;Campbell;CA;2016-01-16;2;1059.98;Electra Moto 1 - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
23;Drucilla Gilliam;Santa Clara;CA;2016-01-16;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
23;Drucilla Gilliam;Santa Clara;CA;2016-01-16;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
23;Drucilla Gilliam;Santa Clara;CA;2016-01-16;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Santa Cruz Bikes;Mireya Copeland;Trek
24;Ashton Lott;Floral Park;NY;2016-01-18;2;898.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
24;Ashton Lott;Floral Park;NY;2016-01-18;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
25;Sam Lester;Baldwin;NY;2016-01-18;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
25;Sam Lester;Baldwin;NY;2016-01-18;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
25;Sam Lester;Baldwin;NY;2016-01-18;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
25;Sam Lester;Baldwin;NY;2016-01-18;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
25;Sam Lester;Baldwin;NY;2016-01-18;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
26;Jackeline Colon;Wappingers Falls;NY;2016-01-18;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
26;Jackeline Colon;Wappingers Falls;NY;2016-01-18;1;549.99;Electra Townie Original 21D - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
26;Jackeline Colon;Wappingers Falls;NY;2016-01-18;1;749.99;Ritchey Timberwolf Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Ritchey
26;Jackeline Colon;Wappingers Falls;NY;2016-01-18;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
27;Pamala Henry;Bronx;NY;2016-01-19;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
27;Pamala Henry;Bronx;NY;2016-01-19;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Heller
27;Pamala Henry;Bronx;NY;2016-01-19;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
27;Pamala Henry;Bronx;NY;2016-01-19;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
28;Eleni Gordon;Richmond Hill;NY;2016-01-19;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
28;Eleni Gordon;Richmond Hill;NY;2016-01-19;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Heller
28;Eleni Gordon;Richmond Hill;NY;2016-01-19;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
28;Eleni Gordon;Richmond Hill;NY;2016-01-19;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
29;Laureen Barry;Orchard Park;NY;2016-01-20;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
29;Laureen Barry;Orchard Park;NY;2016-01-20;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
29;Laureen Barry;Orchard Park;NY;2016-01-20;2;1099.98;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
29;Laureen Barry;Orchard Park;NY;2016-01-20;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
29;Laureen Barry;Orchard Park;NY;2016-01-20;1;1799.99;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
30;Yvone Guerrero;Merrick;NY;2016-01-20;1;599.99;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
30;Yvone Guerrero;Merrick;NY;2016-01-20;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
30;Yvone Guerrero;Merrick;NY;2016-01-20;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
30;Yvone Guerrero;Merrick;NY;2016-01-20;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
30;Yvone Guerrero;Merrick;NY;2016-01-20;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
31;Edgar Quinn;Harlingen;TX;2016-01-20;2;3361.98;Surly Straggler 650b - 2016;Cyclocross Bicycles;Rowlett Bikes;Kali Vargas;Surly
31;Edgar Quinn;Harlingen;TX;2016-01-20;2;5999.98;Trek Conduit+ - 2016;Electric Bikes;Rowlett Bikes;Kali Vargas;Trek
32;Kimbery Nieves;San Carlos;CA;2016-01-21;2;1099.98;Electra Townie Original 21D - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
32;Kimbery Nieves;San Carlos;CA;2016-01-21;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Santa Cruz Bikes;Genna Serrano;Electra
32;Kimbery Nieves;San Carlos;CA;2016-01-21;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
33;Verona O'neill;Selden;NY;2016-01-21;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
33;Verona O'neill;Selden;NY;2016-01-21;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
34;Sarai Mckee;Buffalo;NY;2016-01-22;2;858.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
34;Sarai Mckee;Buffalo;NY;2016-01-22;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Marcelene Boyer;Surly
34;Sarai Mckee;Buffalo;NY;2016-01-22;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
35;Neville Mcclain;West Hempstead;NY;2016-01-22;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
35;Neville Mcclain;West Hempstead;NY;2016-01-22;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
35;Neville Mcclain;West Hempstead;NY;2016-01-22;2;1199.98;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
35;Neville Mcclain;West Hempstead;NY;2016-01-22;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Heller
35;Neville Mcclain;West Hempstead;NY;2016-01-22;1;449.00;Pure Cycles Western 3-Speed - Women's - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
36;Shantel Gregory;West Islip;NY;2016-01-23;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Heller
36;Shantel Gregory;West Islip;NY;2016-01-23;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Surly
36;Shantel Gregory;West Islip;NY;2016-01-23;1;2999.99;Trek Conduit+ - 2016;Electric Bikes;Baldwin Bikes;Marcelene Boyer;Trek
37;Tomika Larson;Woodside;NY;2016-01-25;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
38;Lashandra Turner;Long Beach;NY;2016-01-25;1;299.99;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
38;Lashandra Turner;Long Beach;NY;2016-01-25;1;549.99;Electra Townie Original 21D - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
38;Lashandra Turner;Long Beach;NY;2016-01-25;1;499.99;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
38;Lashandra Turner;Long Beach;NY;2016-01-25;2;3098.00;Surly Straggler - 2016;Cyclocross Bicycles;Baldwin Bikes;Venita Daniel;Surly
38;Lashandra Turner;Long Beach;NY;2016-01-25;2;7999.98;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
39;Travis Whitley;Saint Albans;NY;2016-01-25;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
39;Travis Whitley;Saint Albans;NY;2016-01-25;1;529.99;Electra Moto 1 - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
39;Travis Whitley;Saint Albans;NY;2016-01-25;2;1199.98;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
39;Travis Whitley;Saint Albans;NY;2016-01-25;2;1999.98;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
40;Darren Witt;Coachella;CA;2016-01-27;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Santa Cruz Bikes;Genna Serrano;Pure Cycles
40;Darren Witt;Coachella;CA;2016-01-27;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Santa Cruz Bikes;Genna Serrano;Trek
41;Ingeborg Ellison;Ithaca;NY;2016-01-27;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
41;Ingeborg Ellison;Ithaca;NY;2016-01-27;1;1320.99;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Heller
41;Ingeborg Ellison;Ithaca;NY;2016-01-27;2;898.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Pure Cycles
42;Corene Swanson;Rego Park;NY;2016-01-27;1;449.00;Pure Cycles William 3-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
43;Elana Miles;Liverpool;NY;2016-01-27;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
43;Elana Miles;Liverpool;NY;2016-01-27;2;1099.98;Electra Townie Original 21D - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
44;Olympia Figueroa;Hopewell Junction;NY;2016-01-28;1;599.99;Electra Townie Original 7D EQ - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
44;Olympia Figueroa;Hopewell Junction;NY;2016-01-28;1;3999.99;Trek Slash 8 27.5 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
45;Carissa Cross;Huntington Station;NY;2016-01-28;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
45;Carissa Cross;Huntington Station;NY;2016-01-28;1;269.99;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Venita Daniel;Electra
45;Carissa Cross;Huntington Station;NY;2016-01-28;2;5799.98;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
46;Eldridge Greer;Central Islip;NY;2016-01-29;1;429.00;Pure Cycles Vine 8-Speed - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Pure Cycles
47;Joshua Berg;Ossining;NY;2016-01-29;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
47;Joshua Berg;Ossining;NY;2016-01-29;1;529.99;Electra Moto 1 - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
47;Joshua Berg;Ossining;NY;2016-01-29;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
47;Joshua Berg;Ossining;NY;2016-01-29;1;469.99;Surly Ice Cream Truck Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
48;Josephine Dale;Baldwinsville;NY;2016-01-30;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
48;Josephine Dale;Baldwinsville;NY;2016-01-30;2;2641.98;Heller Shagamaw Frame - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Heller
48;Josephine Dale;Baldwinsville;NY;2016-01-30;1;1680.99;Surly Straggler 650b - 2016;Cyclocross Bicycles;Baldwin Bikes;Venita Daniel;Surly
48;Josephine Dale;Baldwinsville;NY;2016-01-30;1;2899.99;Trek Fuel EX 8 29 - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Trek
49;Taisha Vang;Shirley;NY;2016-01-31;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
50;Silas Tate;Corpus Christi;TX;2016-01-31;2;539.98;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Rowlett Bikes;Kali Vargas;Electra
50;Silas Tate;Corpus Christi;TX;2016-01-31;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Rowlett Bikes;Kali Vargas;Electra
50;Silas Tate;Corpus Christi;TX;2016-01-31;1;999.99;Surly Wednesday Frameset - 2016;Mountain Bikes;Rowlett Bikes;Kali Vargas;Surly
51;Jamaal Baker;Elmhurst;NY;2016-02-01;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
51;Jamaal Baker;Elmhurst;NY;2016-02-01;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
51;Jamaal Baker;Elmhurst;NY;2016-02-01;1;599.99;Electra Townie Original 7D EQ - Women's - 2016;Cruisers Bicycles;Baldwin Bikes;Venita Daniel;Electra
52;Twana Arnold;Anaheim;CA;2016-02-03;1;499.99;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Santa Cruz Bikes;Mireya Copeland;Electra
53;Margit Osborn;Plainview;NY;2016-02-03;2;539.98;Electra Girl's Hawaii 1 (16-inch) - 2015/2016;Cruisers Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
53;Margit Osborn;Plainview;NY;2016-02-03;2;599.98;Electra Girl's Hawaii 1 (20-inch) - 2015/2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
53;Margit Osborn;Plainview;NY;2016-02-03;2;999.98;Electra Townie Original 7D - 2015/2016;Comfort Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
53;Margit Osborn;Plainview;NY;2016-02-03;2;3599.98;Trek Remedy 29 Carbon Frameset - 2016;Mountain Bikes;Baldwin Bikes;Marcelene Boyer;Trek
54;Inge Olsen;Long Beach;NY;2016-02-04;2;1199.98;Electra Townie Original 7D EQ - 2016;Comfort Bicycles;Baldwin Bikes;Venita Daniel;Electra
54;Inge Olsen;Long Beach;NY;2016-02-04;1;999.99;Surly Wednesday Frameset - 2016;Mountain Bikes;Baldwin Bikes;Venita Daniel;Surly
55;Chanel May;Garden City;NY;2016-02-04;1;269.99;Electra Cruiser 1 (24-Inch) - 2016;Children Bicycles;Baldwin Bikes;Marcelene Boyer;Electra
